FECHA_CORTE;UUID;ANIO_EJECUCION;FECHA_REGISTRO;NOMBRE_EPS;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;COORDENADA_ESTE;COORDENADA_NORTE;TIPO_DE_SERVICIO;ZONA;VOLUMEN_M3_DISTRIBUIDO;CANTIDAD_DISTRIBUCION;VIVIENDAS_BENEFICIADAS
20240717;2848;2020;20200008;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;773250.50;9375735.40;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2849;2020;20200008;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771632.70;9377387.50;NORMAL;SECTOR NUEVO BAGUA ;68;1;250
20240717;2855;2020;20200008;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772001.80;9377543.10;NORMAL;SECTOR NUEVO BAGUA ;34;1;125
20240717;2866;2020;20200008;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772946.20;9376230.20;NORMAL;SECTOR NUEVO BAGUA ;34;1;200
20240717;2891;2020;20200010;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;773243.30;9375676.80;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2892;2020;20200010;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771701.50;9377366.20;NORMAL;SECTOR NUEVO BAGUA ;68;1;200
20240717;2619;2020;20200027;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;773338.60;9375683.00;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2620;2020;20200027;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771638.90;9377116.40;NORMAL;SECTOR NUEVO BAGUA ;34;1;150
20240717;2688;2020;20200031;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;773331.90;9375672.00;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2702;2020;20200031;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;773142.60;9376736.10;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2703;2020;20200031;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771489.20;9377129.20;NORMAL;SECTOR NUEVO BAGUA ;68;1;250
20240717;2717;2020;20200001;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772849.40;9376335.70;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2497;2020;20200020;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771503.00;9377100.40;NORMAL;SECTOR NUEVO BAGUA ;34;1;120
20240717;2564;2020;20200024;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772802.30;9376913.40;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2586;2020;20200025;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771862.40;9377574.60;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2587;2020;20200025;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771666.50;9377160.50;NORMAL;SECTOR NUEVO BAGUA ;68;1;250
20240717;2612;2020;20200027;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;773324.00;9375670.90;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2613;2020;20200027;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771591.30;9377230.60;NORMAL;SECTOR NUEVO BAGUA ;68;1;250
20240717;2435;2020;20200016;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771787.70;9377326.00;NORMAL;SECTOR NUEVO BAGUA ;68;1;200
20240717;2446;2020;20200016;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772638.40;9376824.50;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2447;2020;20200016;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771501.90;9377466.60;NORMAL;SECTOR NUEVO BAGUA ;34;1;150
20240717;2448;2020;20200016;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772651.80;9376755.90;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2449;2020;20200016;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772341.10;9377570.40;NORMAL;SECTOR NUEVO BAGUA ;34;1;120
20240717;2496;2020;20200020;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772792.10;9376796.20;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2344;2020;20200011;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771445.30;9377118.30;NORMAL;SECTOR NUEVO BAGUA ;34;1;150
20240717;2392;2020;20200014;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772715.40;9376911.60;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2393;2020;20200014;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771992.10;9377542.00;NORMAL;SECTOR NUEVO BAGUA ;68;1;250
20240717;2399;2020;20200014;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772847.30;9376890.00;NORMAL;SECTOR LA PRIMAVERA ;34;1;250
20240717;2400;2020;20200014;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771876.30;9377452.90;NORMAL;SECTOR NUEVO BAGUA ;68;1;150
20240717;2434;2020;20200016;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772699.60;9376826.50;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2271;2020;20200007;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771521.10;9377454.30;NORMAL;SECTOR NUEVO BAGUA ;68;1;240
20240717;2290;2020;20200008;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771607.20;9377296.90;NORMAL;SECTOR NUEVO BAGUA ;34;1;125
20240717;2298;2020;20200008;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;775485.40;9375940.50;NORMAL;SECTOR TOMAQUE;17;1;80
20240717;2299;2020;20200008;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771494.20;9377093.80;NORMAL;SECTOR NUEVO BAGUA ;68;1;240
20240717;2338;2020;20200011;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772870.80;9376975.10;NORMAL;SECTOR LA PRIMAVERA ;68;1;240
20240717;2343;2020;20200011;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;773254.50;9376932.60;NORMAL;SECTOR LA PRIMAVERA ;34;1;180
20240717;2054;2020;20200024;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772819.00;9377898.10;NORMAL;SECTOR NUEVO BAGUA : CUADRA 1, CUADRA 2, CUADRA 3, CUADRA 4, CUADRA 5. ;34;1;100
20240717;2090;2020;20200026;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772518.80;9377698.00;NORMAL;SECTOR NUEVO BAGUA : CUADRA 1, CUADRA 2, CUADRA 3, CUADRA 4, CUADRA 5, CUADRA 6, CUADRA 7, CUADRA 8, CUADRA 9, CUADRA 10.;68;1;200
20240717;2095;2020;20200026;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772767.40;9376616.00;NORMAL;SECTOR LA PRIMAVERA ;102;1;580
20240717;2123;2020;20200029;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772462.60;9376657.10;NORMAL;SECTOR LA PRIMAVERA ;102;1;400
20240717;2149;2020;20200030;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771903.20;9377619.80;NORMAL;SECTOR NUEVO BAGUA ;34;1;189
20240717;2238;2020;20200006;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772559.00;9377622.60;NORMAL;SECTOR NUEVO BAGUA ;68;1;250
20240717;2009;2020;20200018;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772478.00;9376643.70;NORMAL;SECTOR LA PRIMAVERA ;102;1;579
20240717;2020;2020;20200020;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771600.80;9377295.80;NORMAL;SECTOR NUEVO BAGUA ;34;1;100
20240717;2021;2020;20200020;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772554.80;9377941.30;NORMAL;SECTOR NUEVO BAGUA ;34;1;100
20240717;2034;2020;20200022;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771589.90;9377241.60;NORMAL;SECTOR NUEVO BAGUA : CUADRA 1, CUADRA 2, CUADRA 3, CUADRA 4, CUADRA 5.;34;1;100
20240717;2035;2020;20200022;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771580.80;9377409.80;NORMAL;SECTOR NUEVO BAGUA : CUADRA 6, CUADRA 7, CUADRA 8, CUADRA 9, CUADRA 10.;34;1;100
20240717;2040;2020;20200023;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771715.40;9377382.70;NORMAL;SECTOR NUEVO BAGUA : CUADRA 1, CUADRA 2, CUADRA 3, CUADRA 4, CUADRA 5, CUADRA 6.;34;1;120
20240717;1949;2020;20200015;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771840.50;9377551.50;NORMAL;SECTOR NUEVO BAGUA: CALLE 6, CALLE 7,CALLE 8,CALLE 9.;34;1;100
20240717;1951;2020;20200015;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771589.80;9377240.50;NORMAL;SECTOR TOMAQUE;34;1;100
20240717;1969;2020;20200016;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772447.90;9376667.10;NORMAL;SECTOR LA PRIMAVERA (RESERVORIO). ;102;1;579
20240717;1991;2020;20200017;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;775539.70;9375897.20;NORMAL;SECTOR TOMAQUE ;34;1;100
20240717;1992;2020;20200017;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;772295.90;9377558.40;NORMAL;SECTOR NUEVO BAGUA : CUADRA 1, CUADRA 2, CUADRA 3, CUADRA 4, CUADRA 5;34;1;120
20240717;1993;2020;20200017;EMAPAB S.A.;AMAZONAS;BAGUA;BAGUA;010201;771885.00;9377617.70;NORMAL;SECTOR NUEVO BAGUA: CUADRA 6, CUADRA 7, CUADRA 8, CUADRA 9, CUADRA 10;34;1;120
20240717;2097;2020;20200026;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782267.20;9363360.10;NORMAL;HOSPITAL DE CONTINGENCIA COVID-19, JR. COLÓN, JR. LA LIMA, JR. MESÓN DE MURO, JR. SANTIAGO APÓSTOL. ;19;1;85
20240717;2098;2020;20200026;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782133.90;9363864.10;NORMAL;JR. GREGORIO KATARY, SECTOR MORARILLO BAJO;19;1;50
20240717;2099;2020;20200026;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784789.10;9361615.90;NORMAL;RESERVORIO SAN LUIS;19;1;50
20240717;2100;2020;20200026;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;783438.90;9361958.40;NORMAL;PUEBLO JOVEN Y SAN MARTÍN, SAN LUIS, JR. MARTA CEPEDA;19;1;31
20240717;2102;2020;20200026;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;783129.00;9362473.20;NORMAL;JR. ISIDORA MAMANI, JR. MARIA VELLO, JR. GAMONA, JR. MELCHOR LAURA, JR. TUPAC KATARI. ;19;1;83
20240717;2105;2020;20200026;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782337.50;9362729.10;NORMAL;JR. PACÍFICO. ;19;1;60
20240717;3426;2020;20200013;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784958.30;9362304.60;NORMAL;HOSPITAL COVID-19 TUPAC KATARY, JR. JUNÍN, JR. FAUSTINO SÁNCHEZ CARRION ;38;1;60
20240717;3427;2020;20200013;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782844.00;9363025.50;NORMAL;JR. MICAELA BASTIDAS, JR. JOSÉ OLAYA, JR. TUPAC KATARY, JR. MATEO P. ;38;1;105
20240717;3429;2020;20200013;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784383.40;9363225.60;NORMAL;JR. TUPAC KUMAN, JR. MAMÁ OCLLO;19;1;60
20240717;3369;2020;20200009;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782534.80;9363032.50;NORMAL;JR. CIRCUNVALACION, JR. LOS ANDRES ABELINO CÁCERES ;19;1;45
20240717;3371;2020;20200009;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782609.20;9363136.10;NORMAL;JR. JULIO C. TELLO, JR. CIRO ALEGRÍA, JR. HUASCAR, CUARTEL FUERTE MINCHAN ;57;1;115
20240717;3372;2020;20200009;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784714.50;9362370.90;NORMAL;JR. L. GRANDE, JR. EL MILAGRO, HOSPITAL COVID-19 ;48;1;80
20240717;3373;2020;20200009;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782182.00;9363367.10;NORMAL;JR. ANDRÉS ABELINO, JR. MIGUEL GRAU, JR. TUPAC YUPANQUI, JR. FRANCISCO BOLOGNESI ;38;1;110
20240717;3374;2020;20200009;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784771.60;9362302.10;NORMAL;HOSPITAL COVID-19 TUPAC KATARY, AV. VÍA DE EVITAMIENTO, AV. EJÉRCITO, JR. PUNO, JR. LORETO;57;1;115
20240717;3375;2020;20200009;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;785325.90;9362719.00;NORMAL;JR. CIRCUNVALACION, JR. HIGOR UREO;19;1;45
20240717;3070;2020;20200021;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784390.60;9361782.60;NORMAL;JR. FAUSTINO SÁNCHEZ CARRION, JR. GREGORIO KATARY ;19;1;60
20240717;3073;2020;20200021;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782789.40;9362654.00;NORMAL;SECTOR SAN MARTÍN, AV. MARIANO MELGAR, JR. SAN MARTÍN, SECTOR BOLIVIA, JR. BARTOLINA SISA, SECTOR SAN LUIS;45;1;133
20240717;3075;2020;20200021;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782845.20;9361955.50;NORMAL;JR. ANDRÉS ABELINO CÁCERES, JR. HIGOS SUÁREZ ;19;1;60
20240717;3362;2020;20200009;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784796.10;9362320.80;NORMAL;HOSPITAL COVID-19 - TUPAC KATARY, JR. VÍCTOR RAÚL, JR. BRASIL ;38;1;45
20240717;3363;2020;20200009;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;783368.80;9362718.90;NORMAL;JR. VÍCTOR RAÚL, JR. LOS LAURELES ;19;1;60
20240717;3364;2020;20200009;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784706.00;9362382.00;NORMAL;HOSPITAL COVID-19 TUPAC KATARY, CUARTEL FUERTE MINCHAN, JR. FLAVIO ACOSTA ;57;1;60
20240717;2854;2020;20200008;EMAPAB S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;772770.10;9376796.30;NORMAL;SECTOR LA PRIMAVERA ;34;1;200
20240717;2869;2020;20200008;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784317.60;9361709.90;NORMAL;JR. TUPAC KATARY, JR. FERNANDO BELAUNDE ;19;1;55
20240717;2902;2020;20200010;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782710.90;9362911.10;NORMAL;JR. CHOTA, JR. EL MILAGRO;19;1;45
20240717;2968;2020;20200014;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784256.90;9362457.10;NORMAL;CUARTEL FUERTE MINCHAN - LAS BRISAS, JR. SAN JUAN ;38;1;60
20240717;2970;2020;20200014;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;785255.70;9362615.30;NORMAL;JR. TUPAC KATARY, JR. BARTOME, JR. MAYTA CAPAC, JR. FERNANDO BELAUNDE ;38;1;110
20240717;2971;2020;20200014;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784172.70;9362938.80;NORMAL;CARRETERA FERNANDO BELAUNDE ;19;1;35
20240717;2743;2020;20200003;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782753.50;9362575.60;NORMAL;JR. SAN JUAN, JR, EL MILAGRO ;19;1;65
20240717;2835;2020;20200008;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784568.00;9361955.50;NORMAL;JR. TUPAC KATARY, JR. BARTOLINA SISA;19;1;65
20240717;2837;2020;20200008;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782203.60;9362898.90;NORMAL;JR. KUELAP, JR. CONDORCANQUI, JR. TUPAC KATARY, JR. MICAELA BASTIDAS;38;1;115
20240717;2839;2020;20200008;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;783522.90;9362521.30;NORMAL;JR. MAYTA CAPAC, JR. LOS LAURELES ;19;1;55
20240717;2841;2020;20200008;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;783491.00;9362831.20;NORMAL;JR. SAN JUAN, JR. LOS LIBERTADORES;19;1;60
20240717;2843;2020;20200008;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;783465.90;9362541.40;NORMAL;JR. HIGOS UREO, JR. HUANUCO ;19;1;65
20240717;2588;2020;20200025;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782380.70;9362934.70;NORMAL;JR. MELCHOR LAURA, JR. ISIDORA MASIAS ;19;1;60
20240717;2607;2020;20200027;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782610.10;9362616.10;NORMAL;JR. VÍCTOR RAÚL, JR. SAN JUAN ;19;1;60
20240717;2677;2020;20200031;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782088.50;9362723.50;NORMAL;JR. ANDRÉS ABELINO CÁCERES, JR. ELÍAS AGUIRRE ;19;1;65
20240717;2679;2020;20200031;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782860.60;9363754.70;NORMAL;JR. TUMBA, JR. IL MILAGRO;19;1;65
20240717;2680;2020;20200031;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782522.90;9363484.00;NORMAL;SECTOR SAN LUIS, JR. BARTOLINA SISA;19;1;45
20240717;2681;2020;20200031;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782694.60;9363237.60;NORMAL;SECTOR SAN LUIS, JR. BOLOGNESI ;19;1;65
20240717;2488;2020;20200020;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782599.90;9362199.00;NORMAL;JR. SAN JUAN ;19;1;60
20240717;2532;2020;20200022;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784562.70;9361947.80;NORMAL;JR. TOMAS KATARY, GREGORIO KATARY ;19;1;60
20240717;2536;2020;20200023;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;784943.10;9361941.70;NORMAL;JR. FRANCISCO PIZARRO, JR. LUIS PEÑA;19;1;55
20240717;2578;2020;20200024;EPSSMU S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;010701;782525.80;9363796.00;NORMAL;JR. BATOLINO CIEZA, JR. ECUADOR, JR. FERNANDO BELAUNDE ;38;1;110
